slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
dragigo01,Goran Dragić,POINT GUARD,31,MIAMI HEAT,75,75,2378,484,1075,111,300,217,271,54,253,359,63,12,166,180
drewla02,Larry Drew,POINT GUARD,27,PHILADELPHIA 76ERS,3,0,15,1,7,0,3,0,0,1,0,2,0,0,1,2
drewla02,Larry Drew,POINT GUARD,27,NEW ORLEANS PELICANS,7,0,55,6,17,3,6,0,0,2,0,8,0,0,2,4
drumman01,Andre Drummond,CENTER,24,DETROIT PISTONS,78,78,2625,466,881,0,11,239,395,399,848,237,114,127,200,250
dudleja01,Jared Dudley,POWER FORWARD,32,PHOENIX SUNS,48,0,686,48,122,29,80,27,35,8,86,78,24,11,28,85
dunnkr01,Kris Dunn,POINT GUARD,23,CHICAGO BULLS,52,43,1525,286,666,43,134,84,114,24,197,310,104,27,150,174
duranke01,Kevin Durant,SMALL FORWARD,29,GOLDEN STATE WARRIORS,68,68,2325,630,1222,173,413,359,404,31,433,366,50,119,207,133
eddieja01,Jarell Eddie,SMALL FORWARD,26,BOSTON CELTICS,2,0,6,0,1,0,1,0,0,0,1,0,1,0,0,0
eddieja01,Jarell Eddie,SMALL FORWARD,26,CHICAGO BULLS,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
ellenhe01,Henry Ellenson,POWER FORWARD,21,DETROIT PISTONS,38,0,329,53,146,20,60,25,29,10,71,20,5,0,18,22
ellinwa01,Wayne Ellington,SHOOTING GUARD,30,MIAMI HEAT,77,2,2041,285,700,227,579,67,78,23,195,79,53,8,52,94
embiijo01,Joel Embiid,CENTER,23,PHILADELPHIA 76ERS,63,63,1912,510,1056,66,214,359,467,143,547,199,40,111,234,209
ennisja01,James Ennis,SMALL FORWARD,27,MEMPHIS GRIZZLIES,45,14,1053,108,222,30,84,64,73,53,104,49,32,12,38,81
ennisja01,James Ennis,SMALL FORWARD,27,DETROIT PISTONS,27,8,551,74,162,21,69,33,43,20,47,22,15,6,18,53
ennisty01,Tyler Ennis,POINT GUARD,23,LOS ANGELES LAKERS,54,11,683,94,224,14,56,22,29,19,76,105,30,10,38,75
evansja01,Jawun Evans,POINT GUARD,21,LOS ANGELES CLIPPERS,48,4,778,89,253,15,54,38,49,9,75,100,36,6,44,97
evansje01,Jeremy Evans,SMALL FORWARD,30,ATLANTA HAWKS,1,0,5,1,1,0,0,0,0,1,0,0,0,0,1,1
evansty01,Tyreke Evans,POINT GUARD,28,MEMPHIS GRIZZLIES,52,32,1607,366,809,114,286,164,209,44,221,269,57,17,117,96
exumda01,Dante Exum,POINT GUARD,22,UTAH JAZZ,14,0,235,42,87,5,18,25,31,4,22,43,8,3,20,20
farieke01,Kenneth Faried,POWER FORWARD,28,DENVER NUGGETS,32,7,461,76,148,0,1,36,51,68,85,18,12,13,23,51
favorde01,Derrick Favors,CENTER,26,UTAH JAZZ,77,77,2153,395,702,14,63,140,215,198,354,102,54,82,88,164
feldeka01,Kay Felder,POINT GUARD,22,CHICAGO BULLS,14,0,134,20,66,4,18,11,12,1,13,20,3,1,15,11
feldeka01,Kay Felder,POINT GUARD,22,DETROIT PISTONS,2,0,6,1,4,0,1,0,0,2,2,0,0,0,1,0
feliccr01,Cristiano Felício,CENTER,25,CHICAGO BULLS,55,16,977,127,215,0,2,54,81,83,150,55,16,11,54,104
feltora01,Raymond Felton,POINT GUARD,33,OKLAHOMA CITY THUNDER,82,2,1365,224,552,81,230,36,44,25,131,203,49,16,76,91
fergute01,Terrance Ferguson,SHOOTING GUARD,19,OKLAHOMA CITY THUNDER,61,12,763,70,169,40,120,9,10,19,28,19,24,10,11,83
ferreyo01,Yogi Ferrell,SHOOTING GUARD,24,DALLAS MAVERICKS,82,21,2282,311,730,134,359,82,103,26,223,201,64,9,78,153
finnedo01,Dorian Finney-Smith,POWER FORWARD,24,DALLAS MAVERICKS,21,13,448,46,121,20,67,11,15,22,53,26,10,4,21,43
forbebr01,Bryn Forbes,SHOOTING GUARD,24,SAN ANTONIO SPURS,80,12,1517,209,497,89,228,48,72,12,98,80,28,2,37,108
fournev01,Evan Fournier,SMALL FORWARD,25,ORLANDO MAGIC,57,57,1837,368,802,127,335,150,173,23,157,165,47,16,95,138
foxde01,De'Aaron Fox,POINT GUARD,20,SACRAMENTO KINGS,73,60,2026,328,797,47,153,141,195,33,171,320,70,20,173,163
fraziti01,Tim Frazier,POINT GUARD,27,WASHINGTON WIZARDS,59,11,838,68,172,17,56,23,30,18,97,194,47,7,57,97
fryech01,Channing Frye,CENTER,34,CLEVELAND CAVALIERS,44,1,545,84,169,30,90,14,15,10,100,28,17,12,17,54
fryech01,Channing Frye,CENTER,34,LOS ANGELES LAKERS,9,0,150,20,43,9,25,3,4,2,23,10,1,1,4,15
fultzma01,Markelle Fultz,SHOOTING GUARD,19,PHILADELPHIA 76ERS,14,0,253,45,111,0,1,10,21,11,32,53,12,4,17,22
gallida01,Danilo Gallinari,SMALL FORWARD,29,LOS ANGELES CLIPPERS,21,21,671,102,256,36,111,81,87,9,92,41,12,10,26,30
gallola01,Langston Galloway,SHOOTING GUARD,26,DETROIT PISTONS,58,2,863,126,340,75,218,33,41,13,79,58,35,5,18,39
gasolma01,Marc Gasol,CENTER,33,MEMPHIS GRIZZLIES,73,73,2408,434,1033,109,320,281,337,78,514,305,54,101,194,185
gasolpa01,Pau Gasol,CENTER,37,SAN ANTONIO SPURS,77,63,1812,287,627,43,120,158,209,129,490,238,24,79,108,121
gayru01,Rudy Gay,POWER FORWARD,31,SAN ANTONIO SPURS,57,6,1231,253,537,37,118,112,145,76,215,73,46,38,78,98
georgpa01,Paul George,SMALL FORWARD,27,OKLAHOMA CITY THUNDER,79,79,2891,576,1340,244,609,338,411,72,375,263,161,39,212,233
georgma01,Marcus Georges-Hunt,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,42,0,224,21,48,4,15,13,21,7,9,7,6,0,3,32
gibsojo01,Jonathan Gibson,POINT GUARD,30,BOSTON CELTICS,4,0,40,14,23,6,12,0,0,0,3,4,0,0,3,5
gibsota01,Taj Gibson,POWER FORWARD,32,MINNESOTA TIMBERWOLVES,82,82,2726,425,737,7,35,142,185,194,390,99,62,59,89,218
ginobma01,Manu Ginóbili,SHOOTING GUARD,40,SAN ANTONIO SPURS,65,0,1299,201,463,64,192,110,131,19,123,163,43,16,105,126
goberru01,Rudy Gobert,CENTER,25,UTAH JAZZ,56,56,1816,276,444,0,0,204,299,165,436,80,44,129,107,153
gordoaa01,Aaron Gordon,POWER FORWARD,22,ORLANDO MAGIC,58,57,1909,375,865,115,342,157,225,87,370,136,59,45,107,111
gordoer01,Eric Gordon,SHOOTING GUARD,29,HOUSTON ROCKETS,69,30,2154,415,970,218,608,195,241,25,145,154,44,27,130,116
gortama01,Marcin Gortat,CENTER,33,WASHINGTON WIZARDS,82,82,2075,290,560,0,0,110,163,181,442,151,40,61,99,175
grahatr01,Treveon Graham,SHOOTING GUARD,24,CHARLOTTE HORNETS,63,2,1050,96,221,40,97,41,59,42,79,59,33,2,27,109
grantje01,Jerami Grant,POWER FORWARD,23,OKLAHOMA CITY THUNDER,81,1,1647,244,456,32,110,162,240,86,233,57,31,77,54,155
grantje02,Jerian Grant,POINT GUARD,25,CHICAGO BULLS,74,26,1686,209,503,61,187,140,188,31,141,342,63,8,89,132
grayjo01,Josh Gray,POINT GUARD,24,PHOENIX SUNS,5,0,86,11,41,3,13,7,11,2,8,12,8,2,7,8
greenda02,Danny Green,SHOOTING GUARD,30,SAN ANTONIO SPURS,70,60,1791,217,561,116,320,50,65,41,208,110,63,80,74,122
greendr01,Draymond Green,POWER FORWARD,27,GOLDEN STATE WARRIORS,70,70,2287,281,619,77,256,134,173,75,460,508,95,91,202,185
greenge01,Gerald Green,SHOOTING GUARD,32,HOUSTON ROCKETS,41,2,929,168,413,110,298,51,60,15,118,25,24,15,31,87
greenja01,JaMychal Green,POWER FORWARD,27,MEMPHIS GRIZZLIES,55,54,1542,223,488,43,127,80,111,147,317,79,32,25,76,153
greenje02,Jeff Green,POWER FORWARD,31,CLEVELAND CAVALIERS,78,13,1828,295,618,53,170,203,234,60,186,99,41,34,75,149
griffbl01,Blake Griffin,POWER FORWARD,28,LOS ANGELES CLIPPERS,33,33,1139,255,578,64,187,172,219,46,216,179,30,9,99,78
griffbl01,Blake Griffin,POWER FORWARD,28,DETROIT PISTONS,25,25,831,181,418,47,135,87,111,27,139,155,11,9,66,61
hamilda02,Daniel Hamilton,SHOOTING GUARD,22,OKLAHOMA CITY THUNDER,6,0,28,5,11,2,5,0,0,0,5,8,1,0,2,2
hardati02,Tim Hardaway,SHOOTING GUARD,25,NEW YORK KNICKS,57,54,1885,360,856,130,410,146,179,32,192,155,62,10,92,123
hardeja01,James Harden,SHOOTING GUARD,28,HOUSTON ROCKETS,72,72,2551,651,1449,265,722,624,727,41,348,630,126,50,315,169
harklma01,Maurice Harkless,SMALL FORWARD,24,PORTLAND TRAIL BLAZERS,59,36,1264,147,297,49,118,42,59,46,116,53,48,43,40,103
harremo01,Montrezl Harrell,CENTER,24,LOS ANGELES CLIPPERS,76,3,1293,348,548,1,7,139,222,103,203,74,36,52,68,143
harride01,Devin Harris,POINT GUARD,34,DALLAS MAVERICKS,44,1,807,118,284,44,125,93,112,9,76,85,33,8,49,103
harride01,Devin Harris,POINT GUARD,34,DENVER NUGGETS,27,0,533,69,170,35,102,49,58,3,39,67,14,4,27,55
harriga01,Gary Harris,SHOOTING GUARD,23,DENVER NUGGETS,67,65,2304,440,908,156,394,134,162,37,139,194,122,15,119,119
harrijo01,Joe Harris,SHOOTING GUARD,26,BROOKLYN NETS,78,14,1975,305,621,150,358,86,104,51,209,128,35,20,91,153
harrito02,Tobias Harris,POWER FORWARD,25,DETROIT PISTONS,48,48,1563,320,709,113,276,115,136,36,208,94,34,15,51,91
harrito02,Tobias Harris,POWER FORWARD,25,LOS ANGELES CLIPPERS,32,32,1105,242,512,70,169,64,80,22,171,98,37,20,54,73
harriaa01,Aaron Harrison,SHOOTING GUARD,23,DALLAS MAVERICKS,9,3,233,19,69,9,43,13,17,4,20,11,9,2,3,27
harrian01,Andrew Harrison,POINT GUARD,23,MEMPHIS GRIZZLIES,56,46,1326,181,429,47,142,124,159,23,108,177,38,26,81,138
harrish01,Shaquille Harrison,POINT GUARD,24,PHOENIX SUNS,23,2,384,59,124,6,26,28,38,9,52,55,26,7,22,42
hartjo01,Josh Hart,SHOOTING GUARD,22,LOS ANGELES LAKERS,63,23,1461,176,375,78,197,66,94,42,221,80,47,16,47,107
hasleud01,Udonis Haslem,CENTER,37,MIAMI HEAT,14,0,72,3,15,1,8,1,2,3,7,5,0,2,2,3
hayesni01,Nigel Hayes,SMALL FORWARD,23,LOS ANGELES LAKERS,2,0,11,1,3,0,2,1,1,0,0,2,0,0,0,0
hayesni01,Nigel Hayes,SMALL FORWARD,23,TORONTO RAPTORS,2,0,6,2,2,2,2,0,0,0,0,0,0,0,1,0
hayesni01,Nigel Hayes,SMALL FORWARD,23,SACRAMENTO KINGS,5,0,105,8,28,2,12,0,2,4,18,4,2,3,1,8
haywago01,Gordon Hayward,SMALL FORWARD,27,BOSTON CELTICS,1,1,5,1,2,0,1,0,0,0,1,0,0,0,0,1
hearnre01,Reggie Hearn,SHOOTING GUARD,26,DETROIT PISTONS,3,0,7,1,2,1,2,0,0,0,0,0,0,0,0,0
henrymy01,Myke Henry,SMALL FORWARD,25,MEMPHIS GRIZZLIES,20,0,378,41,109,19,58,6,10,10,28,22,31,6,19,28
hensojo01,John Henson,CENTER,27,MILWAUKEE BUCKS,76,69,1970,287,502,1,7,90,158,150,363,114,45,109,84,202
hernaju01,Juan Hernangómez,POWER FORWARD,22,DENVER NUGGETS,25,3,277,29,75,14,50,10,12,18,36,12,6,3,9,25
hernawi01,Willy Hernangómez,CENTER,23,NEW YORK KNICKS,26,0,233,49,81,1,5,12,28,22,45,21,8,7,26,32
hernawi01,Willy Hernangómez,CENTER,23,CHARLOTTE HORNETS,22,1,262,42,83,4,7,47,62,39,77,12,10,9,9,32
hezonma01,Mario Hezonja,SMALL FORWARD,22,ORLANDO MAGIC,75,30,1657,273,617,90,267,86,105,41,240,106,81,31,86,134
hicksis01,Isaiah Hicks,POWER FORWARD,23,NEW YORK KNICKS,18,0,240,33,72,2,9,12,18,10,31,16,2,4,16,45
hieldbu01,Buddy Hield,SHOOTING GUARD,25,SACRAMENTO KINGS,80,12,2024,416,933,176,408,71,81,55,252,155,85,22,124,148
hilarne01,Nenê Hilário,CENTER,35,HOUSTON ROCKETS,52,4,758,136,239,0,2,68,107,54,122,45,28,14,38,123
hillge01,George Hill,POINT GUARD,31,SACRAMENTO KINGS,43,36,1143,153,326,58,128,77,99,22,95,119,39,12,60,75
hillge01,George Hill,POINT GUARD,31,CLEVELAND CAVALIERS,24,24,669,83,187,27,77,33,41,20,44,67,22,15,28,53
hillso01,Solomon Hill,SMALL FORWARD,26,NEW ORLEANS PELICANS,12,1,187,11,41,4,21,3,6,9,27,22,7,1,9,22
hillida01,Darrun Hilliard,SHOOTING GUARD,24,SAN ANTONIO SPURS,14,0,95,5,19,0,6,6,7,0,7,11,2,0,4,7
holidjr01,Jrue Holiday,SHOOTING GUARD,27,NEW ORLEANS PELICANS,81,81,2927,615,1244,120,356,187,238,62,303,486,123,64,213,201
holidju01,Justin Holiday,SHOOTING GUARD,28,CHICAGO BULLS,72,72,2265,290,782,161,449,135,164,31,260,153,80,31,93,134
hollajo02,John Holland,SMALL FORWARD,29,CLEVELAND CAVALIERS,24,0,174,17,59,11,36,9,13,6,18,5,7,2,8,10
holliro01,Rondae Hollis-Jefferson,SMALL FORWARD,23,BROOKLYN NETS,68,59,1920,342,724,13,54,249,316,101,358,167,65,48,121,145
holmeri01,Richaun Holmes,CENTER,24,PHILADELPHIA 76ERS,48,2,746,135,241,4,31,37,56,57,154,61,20,29,25,97
hoodro01,Rodney Hood,SHOOTING GUARD,25,UTAH JAZZ,39,12,1084,234,552,102,262,85,97,14,97,65,30,7,63,64
hoodro01,Rodney Hood,SHOOTING GUARD,25,CLEVELAND CAVALIERS,21,11,532,88,199,25,71,26,32,8,46,30,15,5,7,41
hopsosc01,Scotty Hopson,SHOOTING GUARD,28,DALLAS MAVERICKS,1,0,8,0,1,0,0,1,2,0,0,1,0,0,1,0
horfoal01,Al Horford,CENTER,31,BOSTON CELTICS,72,72,2277,368,753,97,226,94,120,103,427,339,43,78,132,138
houseda01,Danuel House,SHOOTING GUARD,24,PHOENIX SUNS,23,3,403,56,129,15,58,25,31,13,63,25,7,6,11,23
howardw01,Dwight Howard,CENTER,32,CHARLOTTE HORNETS,81,81,2463,506,911,1,7,334,582,255,757,105,48,131,208,249
huestjo01,Josh Huestis,POWER FORWARD,26,OKLAHOMA CITY THUNDER,69,10,982,60,182,33,115,6,20,42,119,20,15,43,26,82
hunterj01,R.J. Hunter,SHOOTING GUARD,24,HOUSTON ROCKETS,5,1,45,7,20,3,14,2,2,0,5,3,3,0,2,7
huntevi01,Vince Hunter,POWER FORWARD,23,MEMPHIS GRIZZLIES,4,0,7,3,5,0,0,0,0,2,1,0,0,1,1,0
ibakase01,Serge Ibaka,POWER FORWARD,28,TORONTO RAPTORS,76,76,2093,379,784,107,297,94,118,78,400,62,29,99,90,209
iguodan01,Andre Iguodala,SMALL FORWARD,34,GOLDEN STATE WARRIORS,64,7,1622,148,320,33,117,55,87,50,196,210,54,38,67,99
ilyaser01,Ersan İlyasova,POWER FORWARD,30,ATLANTA HAWKS,46,40,1175,184,401,61,170,72,90,74,177,51,44,17,43,92
ilyaser01,Ersan İlyasova,POWER FORWARD,30,PHILADELPHIA 76ERS,23,3,554,93,212,30,83,33,45,44,110,39,17,9,29,65
inglejo01,Joe Ingles,SMALL FORWARD,30,UTAH JAZZ,82,81,2578,335,718,204,464,66,83,24,320,392,90,20,159,178
ingraan01,Andre Ingram,SHOOTING GUARD,32,LOS ANGELES LAKERS,2,0,64,8,17,5,9,3,3,1,5,7,3,3,3,3
ingrabr01,Brandon Ingram,SMALL FORWARD,20,LOS ANGELES LAKERS,59,59,1975,358,761,41,105,192,282,57,257,230,45,43,149,163
irvinky01,Kyrie Irving,POINT GUARD,25,BOSTON CELTICS,60,60,1931,534,1087,166,407,232,261,33,194,306,65,17,140,122
isaacjo01,Jonathan Isaac,POWER FORWARD,20,ORLANDO MAGIC,27,10,536,55,145,16,46,19,25,16,83,18,33,30,27,48
iwundwe01,Wesley Iwundu,SMALL FORWARD,23,ORLANDO MAGIC,62,12,1020,93,218,9,46,34,47,36,101,57,33,12,30,81
jackja01,Jarrett Jack,POINT GUARD,34,NEW YORK KNICKS,62,56,1548,189,443,25,86,63,75,22,169,348,35,4,115,98
jacksaa01,Aaron Jackson,POINT GUARD,31,HOUSTON ROCKETS,1,0,35,3,9,1,4,1,2,2,1,1,0,0,1,4
jacksde01,Demetrius Jackson,POINT GUARD,23,HOUSTON ROCKETS,12,0,63,4,14,0,6,0,0,4,7,5,4,1,9,6
jacksde01,Demetrius Jackson,POINT GUARD,23,PHILADELPHIA 76ERS,3,0,17,3,4,1,1,1,2,1,0,4,1,0,1,1
jacksjo02,Josh Jackson,SMALL FORWARD,20,PHOENIX SUNS,77,35,1959,389,932,57,217,177,279,95,256,119,80,35,146,218
jacksju01,Justin Jackson,SMALL FORWARD,22,SACRAMENTO KINGS,68,41,1506,185,419,57,185,26,36,27,160,74,28,13,40,81
jacksre01,Reggie Jackson,POINT GUARD,27,DETROIT PISTONS,45,45,1201,246,577,52,169,112,134,29,96,238,27,4,99,87
jamesle01,LeBron James,POWER FORWARD,33,CLEVELAND CAVALIERS,82,82,3026,857,1580,149,406,388,531,97,612,747,116,71,347,136
jamesmi02,Mike James,POINT GUARD,27,PHOENIX SUNS,32,10,669,121,312,26,97,64,84,12,77,120,27,7,48,45
jamesmi02,Mike James,POINT GUARD,27,NEW ORLEANS PELICANS,4,0,18,2,9,0,1,0,0,1,0,6,1,0,1,3
jeffeal01,Al Jefferson,CENTER,33,INDIANA PACERS,36,1,484,111,208,0,3,30,36,30,113,30,16,23,21,66
jefferi01,Richard Jefferson,SMALL FORWARD,37,DENVER NUGGETS,20,0,163,12,27,2,7,4,7,2,15,15,2,1,5,11
jennibr01,Brandon Jennings,POINT GUARD,28,MILWAUKEE BUCKS,14,0,205,27,72,9,33,10,10,5,26,44,6,4,18,11
jerebjo01,Jonas Jerebko,POWER FORWARD,30,UTAH JAZZ,74,19,1134,159,341,65,157,46,57,53,193,42,24,12,27,127
johnsam01,Amir Johnson,CENTER,30,PHILADELPHIA 76ERS,74,18,1171,140,260,10,32,52,85,123,207,118,45,44,55,192
johnsbr02,Brice Johnson,POWER FORWARD,23,LOS ANGELES CLIPPERS,9,0,38,7,11,0,1,2,2,2,11,1,6,2,4,7
johnsbr02,Brice Johnson,POWER FORWARD,23,MEMPHIS GRIZZLIES,9,0,60,13,31,0,0,1,3,7,11,1,3,4,1,6
johnsda04,Dakari Johnson,CENTER,22,OKLAHOMA CITY THUNDER,31,6,161,22,39,0,0,11,20,16,18,8,6,8,3,27
johnsja01,James Johnson,POWER FORWARD,30,MIAMI HEAT,73,41,1943,309,614,57,185,113,162,61,297,280,70,51,141,192
johnsjo02,Joe Johnson,SMALL FORWARD,36,UTAH JAZZ,32,3,700,95,226,23,84,20,24,12,95,45,12,6,31,32
johnsjo02,Joe Johnson,SMALL FORWARD,36,HOUSTON ROCKETS,23,1,505,51,134,17,61,20,21,2,63,38,6,1,18,35
johnsom01,Omari Johnson,POWER FORWARD,28,MEMPHIS GRIZZLIES,4,0,75,9,21,4,12,0,0,4,7,7,2,0,3,6
johnsst04,Stanley Johnson,SMALL FORWARD,21,DETROIT PISTONS,69,50,1894,210,560,67,234,112,145,33,219,112,95,14,77,169
johnsty01,Tyler Johnson,POINT GUARD,25,MIAMI HEAT,72,39,2052,309,711,119,324,106,129,34,214,165,60,34,81,148
johnswe01,Wesley Johnson,SMALL FORWARD,30,LOS ANGELES CLIPPERS,74,40,1486,150,368,60,177,43,58,29,187,61,76,62,55,146
jokicni01,Nikola Jokić,CENTER,22,DENVER NUGGETS,75,73,2443,504,1010,111,280,266,313,195,608,458,90,61,210,212
jonesda03,Damian Jones,CENTER,22,GOLDEN STATE WARRIORS,15,0,89,11,22,0,0,3,5,5,9,2,1,3,4,14
jonesde02,Derrick Jones,SMALL FORWARD,20,PHOENIX SUNS,6,0,33,2,4,0,2,5,6,2,2,3,1,4,1,2
jonesde02,Derrick Jones,SMALL FORWARD,20,MIAMI HEAT,14,8,212,19,49,3,16,11,18,19,15,6,3,9,6,22
jonesja04,Jalen Jones,SMALL FORWARD,24,NEW ORLEANS PELICANS,4,0,19,1,4,1,1,2,2,0,3,0,0,0,0,2
jonesja04,Jalen Jones,SMALL FORWARD,24,DALLAS MAVERICKS,12,0,162,25,64,9,25,10,17,13,22,4,5,1,7,20
jonesty01,Tyus Jones,POINT GUARD,21,MINNESOTA TIMBERWOLVES,82,11,1467,150,328,45,129,71,81,16,116,232,95,6,59,110
jordade01,DeAndre Jordan,CENTER,29,LOS ANGELES CLIPPERS,77,77,2424,373,578,0,0,181,312,329,842,117,39,71,137,203
josepco01,Cory Joseph,POINT GUARD,26,INDIANA PACERS,82,17,2210,256,604,67,190,70,94,39,224,260,80,18,87,141
kaminfr01,Frank Kaminsky,POWER FORWARD,24,CHARLOTTE HORNETS,79,4,1835,307,716,104,274,155,194,46,242,129,36,19,66,95
kanteen01,Enes Kanter,CENTER,25,NEW YORK KNICKS,71,71,1830,422,713,0,2,156,184,273,507,105,36,37,122,187
kennalu01,Luke Kennard,SHOOTING GUARD,21,DETROIT PISTONS,73,9,1463,206,465,81,195,65,76,21,155,124,44,13,69,86
kiddgmi01,Michael Kidd-Gilchrist,SMALL FORWARD,24,CHARLOTTE HORNETS,74,74,1850,282,560,0,2,117,171,84,218,71,51,32,53,143
kilpase01,Sean Kilpatrick,SHOOTING GUARD,28,BROOKLYN NETS,16,0,183,25,87,11,43,18,19,1,34,15,2,1,16,8
kilpase01,Sean Kilpatrick,SHOOTING GUARD,28,MILWAUKEE BUCKS,23,0,205,31,82,13,46,18,19,1,24,15,5,1,9,15
kilpase01,Sean Kilpatrick,SHOOTING GUARD,28,LOS ANGELES CLIPPERS,4,0,38,7,18,3,7,2,2,0,2,3,0,0,1,2
kilpase01,Sean Kilpatrick,SHOOTING GUARD,28,CHICAGO BULLS,9,1,214,47,107,19,48,26,32,3,22,13,6,3,12,8
klebima01,Maxi Kleber,POWER FORWARD,26,DALLAS MAVERICKS,72,36,1206,151,309,40,128,44,59,71,163,51,26,47,30,114
korkmfu01,Furkan Korkmaz,SHOOTING GUARD,20,PHILADELPHIA 76ERS,14,0,80,8,28,5,17,2,4,2,9,4,2,1,2,12
kornelu01,Luke Kornet,POWER FORWARD,22,NEW YORK KNICKS,20,1,326,49,125,28,79,8,11,11,53,26,6,16,12,28
korveky01,Kyle Korver,SHOOTING GUARD,36,CLEVELAND CAVALIERS,73,4,1574,222,484,164,376,64,72,9,156,88,31,27,55,130
koufoko01,Kosta Koufos,CENTER,28,SACRAMENTO KINGS,71,13,1391,222,389,0,0,33,74,149,323,87,47,32,49,146
kuzmaky01,Kyle Kuzma,POWER FORWARD,22,LOS ANGELES LAKERS,77,37,2401,468,1039,159,434,147,208,88,395,141,49,34,140,160
kuzmimi01,Mindaugas Kuzminskas,SMALL FORWARD,28,NEW YORK KNICKS,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
labissk01,Skal Labissière,POWER FORWARD,21,SACRAMENTO KINGS,60,28,1240,205,458,18,51,95,118,99,189,72,25,49,73,132
lambje01,Jeremy Lamb,SHOOTING GUARD,25,CHARLOTTE HORNETS,80,18,1967,380,832,94,254,179,208,49,275,186,61,32,93,138
larkish01,Shane Larkin,POINT GUARD,25,BOSTON CELTICS,54,2,775,84,219,31,86,32,37,15,77,98,29,2,33,58
lauvejo01,Joffrey Lauvergne,CENTER,26,SAN ANTONIO SPURS,55,1,534,98,190,0,5,30,47,63,108,41,9,3,33,45
lavinza01,Zach LaVine,SHOOTING GUARD,22,CHICAGO BULLS,24,24,656,136,355,42,123,87,107,9,85,72,24,4,43,55
laymaja01,Jake Layman,SMALL FORWARD,23,PORTLAND TRAIL BLAZERS,35,1,160,14,47,4,20,2,3,4,12,11,6,4,5,13
leaftj01,T.J. Leaf,POWER FORWARD,20,INDIANA PACERS,53,0,459,64,136,18,42,10,16,29,53,9,5,4,10,45
leeco01,Courtney Lee,SHOOTING GUARD,32,NEW YORK KNICKS,76,69,2310,343,755,113,278,114,124,30,194,180,80,17,84,109
leeda03,Damion Lee,SHOOTING GUARD,25,ATLANTA HAWKS,15,11,404,62,152,15,60,22,29,11,60,29,19,1,14,25
lemonwa01,Walt Lemon,POINT GUARD,25,NEW ORLEANS PELICANS,5,0,35,7,16,1,1,2,3,0,2,5,0,1,4,5
lenal01,Alex Len,CENTER,24,PHOENIX SUNS,69,13,1395,214,378,1,3,158,231,175,343,82,27,61,78,158
leonaka01,Kawhi Leonard,SMALL FORWARD,26,SAN ANTONIO SPURS,9,9,210,52,111,11,35,31,38,6,36,21,18,9,16,9
leoname01,Meyers Leonard,CENTER,25,PORTLAND TRAIL BLAZERS,33,2,254,46,78,11,26,9,11,12,58,17,7,0,10,36
leuerjo01,Jon Leuer,POWER FORWARD,28,DETROIT PISTONS,8,0,136,15,36,0,3,13,15,7,25,5,1,3,7,16
leverca01,Caris LeVert,SMALL FORWARD,23,BROOKLYN NETS,71,10,1864,320,735,85,245,133,187,53,207,299,82,22,153,159
liggide01,DeAndre Liggins,SHOOTING GUARD,29,MILWAUKEE BUCKS,31,1,480,22,65,11,36,2,5,5,44,27,27,10,13,61
liggide01,DeAndre Liggins,SHOOTING GUARD,29,NEW ORLEANS PELICANS,27,3,244,18,41,8,17,0,0,2,24,21,10,4,7,20
lillada01,Damian Lillard,POINT GUARD,27,PORTLAND TRAIL BLAZERS,73,73,2670,621,1415,227,629,493,538,62,263,481,77,27,206,117
linje01,Jeremy Lin,POINT GUARD,29,BROOKLYN NETS,1,1,25,5,12,1,2,7,7,0,0,4,0,0,3,3
livinsh01,Shaun Livingston,POINT GUARD,32,GOLDEN STATE WARRIORS,71,7,1129,172,343,0,5,50,61,32,99,140,35,21,58,117
looneke01,Kevon Looney,CENTER,21,GOLDEN STATE WARRIORS,66,4,910,112,193,1,5,42,77,83,132,42,34,56,31,106
lopezbr01,Brook Lopez,CENTER,29,LOS ANGELES LAKERS,74,72,1735,369,793,112,325,111,158,74,220,126,30,98,98,195
lopezro01,Robin Lopez,CENTER,29,CHICAGO BULLS,64,64,1690,342,645,4,14,68,90,134,156,124,14,53,107,109
loveke01,Kevin Love,CENTER,29,CLEVELAND CAVALIERS,59,59,1651,334,729,137,330,234,266,101,445,103,43,24,90,120
lowryky01,Kyle Lowry,POINT GUARD,31,TORONTO RAPTORS,78,78,2510,403,944,238,596,223,261,66,368,537,85,19,183,192
luwawti01,Timothé Luwawu-Cabarrot,SMALL FORWARD,22,PHILADELPHIA 76ERS,52,7,807,100,267,53,158,46,58,14,58,54,12,5,38,97
lydonty01,Tyler Lydon,POWER FORWARD,21,DENVER NUGGETS,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
lylestr01,Trey Lyles,POWER FORWARD,22,DENVER NUGGETS,73,2,1391,270,550,83,218,101,143,55,292,91,30,34,61,111
